run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score
20260522_161848,patient_16,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:32.797203,1,200,1.9852485999945202,1,1,0,0,0,0,0,0.0
20260522_161848,patient_16,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:34.873547,1,200,3.7247119000021485,1,1,0,0,0,0,0,0.0
20260522_161848,patient_16,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:38.757417,1,200,3.39570090000052,1,1,0,0,0,0,0,0.0
20260522_161848,patient_16,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:42.504772,1,200,3.427785899999435,1,1,0,0,0,0,0,0.0
20260522_161848,patient_17,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:46.000759,1,200,2.365754400001606,1,1,0,0,0,0,0,0.0
20260522_161848,patient_17,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:48.467887,1,200,2.704005600004166,1,1,0,0,0,0,0,0.0
20260522_161848,patient_17,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:51.339285,1,200,2.4394232999984524,1,1,0,0,0,0,0,0.0
20260522_161848,patient_17,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:54.015713,1,200,4.536351700000523,1,1,0,0,0,0,0,0.0
20260522_161848,patient_18,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:58.608169,1,200,2.7678959000040777,1,1,0,0,0,0,0,0.0
20260522_161848,patient_18,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:01.499641,1,200,3.638844799999788,1,1,0,0,0,0,0,0.0
20260522_161848,patient_18,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:05.327980,1,200,2.924771799996961,1,1,0,0,0,0,0,0.0
20260522_161848,patient_18,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:08.641033,1,200,2.8157408999977633,1,1,0,0,0,0,0,0.0
20260522_161848,patient_19,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:11.517245,1,200,1.9307803000046988,1,1,0,0,0,0,0,0.0
20260522_161848,patient_19,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:13.529721,1,200,3.341894199998933,1,1,0,0,0,0,0,0.0
20260522_161848,patient_19,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:17.016883,1,200,3.4013254000019515,1,1,0,0,0,0,0,0.0
20260522_161848,patient_19,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:20.611689,1,200,3.269592199998442,1,1,0,0,0,0,0,0.0
20260522_161848,patient_20,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:23.932964,1,200,2.5043968000027235,1,1,0,0,0,0,0,0.0
20260522_161848,patient_20,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:26.559960,1,200,2.485076000004483,1,1,0,0,0,0,0,0.0
20260522_161848,patient_20,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:29.221133,1,200,3.3025543999974616,1,1,0,0,0,0,0,0.0
20260522_161848,patient_20,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:32.908681,1,200,4.303567299997667,1,1,0,0,0,0,0,0.0
20260522_161848,patient_21,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:37.282628,1,200,4.46853839999676,1,1,0,0,0,0,0,0.0
20260522_161848,patient_21,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:41.880722,1,200,5.231438300004811,1,1,0,0,0,0,0,0.0
20260522_161848,patient_21,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:47.352626,1,200,5.4583405000012135,1,1,0,0,0,0,0,0.0
20260522_161848,patient_21,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:53.202596,1,200,5.481203399998776,1,1,0,0,0,0,0,0.0
20260522_161848,patient_22,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:23:58.732750,1,200,2.3717842000041855,1,1,0,0,0,0,0,0.0
20260522_161848,patient_22,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:01.216391,1,200,4.189979700000549,1,1,0,0,0,0,0,0.0
20260522_161848,patient_22,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:05.707623,1,200,3.8651745000024675,1,1,0,0,0,0,0,0.0
20260522_161848,patient_22,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:09.904158,1,200,4.709791999994195,1,1,0,0,0,0,0,0.0
