run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score,extracted_entities_n
20260520_235546,patient_08,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:55.621960,1,200,8.993358400000034,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:04.632488,1,200,12.21194400000013,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_09,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:16.909363,1,200,8.564326700000038,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:25.492073,1,200,5.63035919999993,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:31.136588,1,200,14.66474019999987,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:45.869744,1,200,5.356539299999895,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:51.242879,1,200,9.652009599999474,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:00.910001,1,200,4.048092400000314,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:05.735497,1,200,6.213773700000274,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:11.967088,1,200,3.9655772000005527,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:15.949539,1,200,4.314149099999668,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:20.521066,1,200,3.9622188000003007,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:24.500131,1,200,4.316229200000635,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:28.831612,1,200,4.895314899999903,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:34.002768,1,200,10.585039900000083,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:44.606335,1,200,6.202011700000185,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:50.825601,1,200,5.838760699999511,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:57.156031,1,200,13.55372129999978,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:10.729541,1,200,15.062031399999796,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_09,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:25.808188,1,200,11.831688799999938,1,1,0,0,0,0,0,0.0,5
20260520_235546,patient_10,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:37.718067,1,200,5.211552599999777,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:42.943993,1,200,5.433587999999872,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:48.389459,1,200,4.7320755000000645,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:53.196558,1,200,5.214521799999602,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:58.425048,1,200,7.611759699999311,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:06.048154,1,200,6.565548100000342,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:12.802965,1,200,4.928008200000477,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:17.753233,1,200,4.587186499999916,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:22.357692,1,200,7.292530900000202,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:31.912750,1,200,6.421173899999303,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:38.360918,1,200,4.780136699999275,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:43.157880,1,200,4.740740800000822,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:48.384909,1,200,14.922740500000145,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:03.327491,1,200,5.120399400000679,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:08.465255,1,200,4.569940999999744,1,1,0,0,0,0,0,0.0,7
20260520_235546,patient_10,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:13.703996,1,200,7.620025900000655,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_10,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:21.349482,1,200,7.449961599999369,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_10,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:28.818988,1,200,6.689341600000262,1,1,0,0,0,0,0,0.0,8
