patient_id,repetition,F1_Nx,F1_1x,RSS
patient_21,16,0.125,0.3529411764705882,0.2279411764705882
patient_22,1,0.7142857142857143,0.7142857142857143,0.0
patient_22,5,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_22,10,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_22,16,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_23,1,0.4444444444444444,0.4444444444444444,0.0
patient_23,5,0.4444444444444444,0.4444444444444444,0.0
patient_23,10,0.4444444444444444,0.4444444444444444,0.0
patient_23,16,0.4444444444444444,0.4444444444444444,0.0
patient_24,1,0.6666666666666666,0.6666666666666666,0.0
patient_24,5,0.6666666666666666,0.6666666666666666,0.0
patient_24,10,0.6666666666666666,0.6666666666666666,0.0
patient_24,16,0.6666666666666666,0.6666666666666666,0.0
patient_25,1,0.3529411764705882,0.3529411764705882,0.0
patient_25,5,0.0,0.3529411764705882,0.3529411764705882
patient_25,10,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_25,16,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_26,1,0.6,0.6,0.0
patient_26,5,0.2,0.6,0.39999999999999997
patient_26,10,0.2,0.6,0.39999999999999997
patient_26,16,0.2,0.6,0.39999999999999997
patient_27,1,0.5714285714285714,0.5714285714285714,0.0
patient_27,5,0.5714285714285714,0.5714285714285714,0.0
patient_27,10,0.5714285714285714,0.5714285714285714,0.0
patient_27,16,0.2857142857142857,0.5714285714285714,0.2857142857142857
patient_28,1,0.4705882352941176,0.4705882352941176,0.0
patient_28,5,0.4705882352941176,0.4705882352941176,0.0
patient_28,10,0.4705882352941176,0.4705882352941176,0.0
patient_28,16,0.4705882352941176,0.4705882352941176,0.0
patient_29,1,0.2,0.2,0.0
patient_29,5,0.2,0.2,0.0
patient_29,10,0.2,0.2,0.0
patient_29,16,0.2,0.2,0.0
patient_30,1,0.4285714285714285,0.4285714285714285,0.0
patient_30,5,0.4285714285714285,0.4285714285714285,0.0
patient_30,10,0.2666666666666666,0.4285714285714285,0.16190476190476188
patient_30,16,0.2666666666666666,0.4285714285714285,0.16190476190476188
patient_31,1,0.3529411764705882,0.3529411764705882,0.0
patient_31,5,0.125,0.3529411764705882,0.2279411764705882
patient_31,10,0.125,0.3529411764705882,0.2279411764705882
patient_31,16,0.125,0.3529411764705882,0.2279411764705882
patient_32,1,0.7142857142857143,0.7142857142857143,0.0
patient_32,5,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_32,10,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_32,16,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_33,1,0.4444444444444444,0.4444444444444444,0.0
patient_33,5,0.4444444444444444,0.4444444444444444,0.0
patient_33,10,0.4444444444444444,0.4444444444444444,0.0
patient_33,16,0.4444444444444444,0.4444444444444444,0.0
