run_id,patient_id,repetition,run,model,timestamp,raw_valid_json,repair_needed,structural_drift_score,schema_match,drift_score
20260522_155750,patient_09,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:01,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_09,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:05,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_09,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:09,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_09,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:14,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_09,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:18,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_09,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:21,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_09,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:24,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_10,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:28,1,0,0.0,1,0.36363636363636365
20260522_155750,patient_10,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:31,1,0,0.0,1,0.36363636363636365
20260522_155750,patient_10,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:34,1,0,0.0,1,0.36363636363636365
20260522_155750,patient_10,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:37,1,0,0.0,1,0.36363636363636365
20260522_155750,patient_10,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:40,1,0,0.0,1,0.36363636363636365
20260522_155750,patient_10,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:43,1,0,0.0,1,0.36363636363636365
20260522_155750,patient_10,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:47,1,0,0.0,1,0.4230769230769231
20260522_155750,patient_10,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:51,1,0,0.0,1,0.4230769230769231
20260522_155750,patient_10,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:55,1,0,0.0,1,0.4230769230769231
